confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq
1147,10.69,2020-04-26,0.17,2,0.83,30s,362
1421,13.25,2020-04-26,0.21,3,1.24,40s,361
1953,18.2,2020-04-26,0.77,15,6.2,50s,360
1347,12.56,2020-04-26,2.6,35,14.46,60s,359
708,6.6,2020-04-26,10.17,72,29.75,70s,358
485,4.52,2020-04-26,23.71,115,47.52,80 over,357
6395,59.61,2020-04-26,1.8,115,47.52,female,356
4333,40.39,2020-04-26,2.93,127,52.48,male,355
139,1.3,2020-04-25,0,0,0,0s,343
586,5.47,2020-04-25,0,0,0,10s,342
2937,27.4,2020-04-25,0,0,0,20s,341
1143,10.66,2020-04-25,0.17,2,0.83,30s,340
1420,13.25,2020-04-25,0.21,3,1.25,40s,339
1953,18.22,2020-04-25,0.77,15,6.25,50s,338
1347,12.57,2020-04-25,2.6,35,14.58,60s,337
708,6.61,2020-04-25,10.03,71,29.58,70s,336
485,4.53,2020-04-25,23.51,114,47.5,80 over,335
6391,59.63,2020-04-25,1.77,113,47.08,female,334
4327,40.37,2020-04-25,2.94,127,52.92,male,333
138,1.29,2020-04-24,0,0,0,0s,321
585,5.46,2020-04-24,0,0,0,10s,320
2934,27.4,2020-04-24,0,0,0,20s,319
1142,10.66,2020-04-24,0.18,2,0.83,30s,318
1418,13.24,2020-04-24,0.21,3,1.25,40s,317
1953,18.24,2020-04-24,0.77,15,6.25,50s,316
1345,12.56,2020-04-24,2.6,35,14.58,60s,315
708,6.61,2020-04-24,10.03,71,29.58,70s,314
485,4.53,2020-04-24,23.51,114,47.5,80 over,313
6385,59.63,2020-04-24,1.77,113,47.08,female,312
4323,40.37,2020-04-24,2.94,127,52.92,male,311
138,1.29,2020-04-23,0,0,0,0s,299
584,5.46,2020-04-23,0,0,0,10s,298
2933,27.41,2020-04-23,0,0,0,20s,297
1141,10.66,2020-04-23,0.18,2,0.83,30s,296
1418,13.25,2020-04-23,0.21,3,1.25,40s,295
1952,18.24,2020-04-23,0.77,15,6.25,50s,294
1344,12.56,2020-04-23,2.6,35,14.58,60s,293
708,6.62,2020-04-23,10.03,71,29.58,70s,292
484,4.52,2020-04-23,23.55,114,47.5,80 over,291
6384,59.65,2020-04-23,1.77,113,47.08,female,290
4318,40.35,2020-04-23,2.94,127,52.92,male,289
138,1.29,2020-04-22,0,0,0,0s,277
583,5.45,2020-04-22,0,0,0,10s,276
2931,27.41,2020-04-22,0,0,0,20s,275
1140,10.66,2020-04-22,0.18,2,0.84,30s,274
1417,13.25,2020-04-22,0.21,3,1.26,40s,273
1951,18.24,2020-04-22,0.77,15,6.3,50s,272
1344,12.57,2020-04-22,2.53,34,14.29,60s,271
707,6.61,2020-04-22,10.04,71,29.83,70s,270
483,4.52,2020-04-22,23.4,113,47.48,80 over,269
6380,59.66,2020-04-22,1.76,112,47.06,female,268
4314,40.34,2020-04-22,2.92,126,52.94,male,267
138,1.29,2020-04-21,0,0,0,0s,244
582,5.45,2020-04-21,0,0,0,10s,243
2928,27.41,2020-04-21,0,0,0,20s,242
1139,10.66,2020-04-21,0.18,2,0.84,30s,241
1413,13.23,2020-04-21,0.21,3,1.27,40s,240
1951,18.26,2020-04-21,0.77,15,6.33,50s,239
1343,12.57,2020-04-21,2.53,34,14.35,60s,238
706,6.61,2020-04-21,9.92,70,29.54,70s,237
483,4.52,2020-04-21,23.4,113,47.68,80 over,236
6375,59.67,2020-04-21,1.76,112,47.26,female,235
4308,40.33,2020-04-21,2.9,125,52.74,male,234
138,1.29,2020-04-20,0,0,0,0s,233
581,5.44,2020-04-20,0,0,0,10s,232
2926,27.41,2020-04-20,0,0,0,20s,231
1139,10.67,2020-04-20,0.18,2,0.85,30s,230
1412,13.23,2020-04-20,0.21,3,1.27,40s,229
1948,18.25,2020-04-20,0.77,15,6.36,50s,228
1343,12.58,2020-04-20,2.53,34,14.41,60s,227
705,6.6,2020-04-20,9.79,69,29.24,70s,226
482,4.52,2020-04-20,23.44,113,47.88,80 over,225
6372,59.7,2020-04-20,1.74,111,47.03,female,224
4302,40.3,2020-04-20,2.91,125,52.97,male,223
138,1.29,2020-04-19,0,0,0,0s,222
578,5.42,2020-04-19,0,0,0,10s,221
2921,27.4,2020-04-19,0,0,0,20s,220
1137,10.67,2020-04-19,0.18,2,0.85,30s,219
1412,13.24,2020-04-19,0.21,3,1.28,40s,218
1945,18.24,2020-04-19,0.77,15,6.41,50s,217
1343,12.6,2020-04-19,2.53,34,14.53,60s,216
705,6.61,2020-04-19,9.65,68,29.06,70s,215
482,4.52,2020-04-19,23.24,112,47.86,80 over,214
6364,59.69,2020-04-19,1.73,110,47.01,female,213
4297,40.31,2020-04-19,2.89,124,52.99,male,212
138,1.3,2020-04-18,0,0,0,0s,200
576,5.41,2020-04-18,0,0,0,10s,199
2918,27.39,2020-04-18,0,0,0,20s,198
1136,10.66,2020-04-18,0.09,1,0.43,30s,197
1412,13.25,2020-04-18,0.21,3,1.29,40s,196
1944,18.25,2020-04-18,0.77,15,6.47,50s,195
1343,12.61,2020-04-18,2.46,33,14.22,60s,194
705,6.62,2020-04-18,9.65,68,29.31,70s,193
481,4.52,2020-04-18,23.28,112,48.28,80 over,192
6360,59.7,2020-04-18,1.7,108,46.55,female,191
4293,40.3,2020-04-18,2.89,124,53.45,male,190
136,1.28,2020-04-17,0,0,0,0s,189
576,5.42,2020-04-17,0,0,0,10s,188
2909,27.35,2020-04-17,0,0,0,20s,187
1135,10.67,2020-04-17,0.09,1,0.43,30s,186
1411,13.27,2020-04-17,0.21,3,1.3,40s,185
1942,18.26,2020-04-17,0.72,14,6.09,50s,184
1342,12.62,2020-04-17,2.46,33,14.35,60s,183
704,6.62,2020-04-17,9.66,68,29.57,70s,182
480,4.51,2020-04-17,23.13,111,48.26,80 over,181
6349,59.7,2020-04-17,1.7,108,46.96,female,180
4286,40.3,2020-04-17,2.85,122,53.04,male,179
135,1.27,2020-04-16,0,0,0,0s,178
572,5.39,2020-04-16,0,0,0,10s,177
2900,27.32,2020-04-16,0,0,0,20s,176
1132,10.67,2020-04-16,0.09,1,0.44,30s,175
1410,13.29,2020-04-16,0.21,3,1.31,40s,174
1940,18.28,2020-04-16,0.72,14,6.11,50s,173
1341,12.64,2020-04-16,2.46,33,14.41,60s,172
703,6.62,2020-04-16,9.67,68,29.69,70s,171
480,4.52,2020-04-16,22.92,110,48.03,80 over,170
6341,59.75,2020-04-16,1.69,107,46.72,female,169
4272,40.25,2020-04-16,2.86,122,53.28,male,168
132,1.25,2020-04-15,0,0,0,0s,156
569,5.37,2020-04-15,0,0,0,10s,155
2895,27.33,2020-04-15,0,0,0,20s,154
1131,10.68,2020-04-15,0.09,1,0.44,30s,153
1408,13.29,2020-04-15,0.21,3,1.33,40s,152
1937,18.29,2020-04-15,0.72,14,6.22,50s,151
1339,12.64,2020-04-15,2.46,33,14.67,60s,150
702,6.63,2020-04-15,9.69,68,30.22,70s,149
478,4.51,2020-04-15,22.18,106,47.11,80 over,148
6325,59.72,2020-04-15,1.69,107,47.56,female,147
4266,40.28,2020-04-15,2.77,118,52.44,male,146
132,1.25,2020-04-14,0,0,0,0s,145
565,5.35,2020-04-14,0,0,0,10s,144
2886,27.32,2020-04-14,0,0,0,20s,143
1126,10.66,2020-04-14,0.09,1,0.45,30s,142
1405,13.3,2020-04-14,0.21,3,1.35,40s,141
1935,18.32,2020-04-14,0.72,14,6.31,50s,140
1338,12.67,2020-04-14,2.47,33,14.86,60s,139
700,6.63,2020-04-14,9.29,65,29.28,70s,138
477,4.52,2020-04-14,22.22,106,47.75,80 over,137
6308,59.71,2020-04-14,1.68,106,47.75,female,136
4256,40.29,2020-04-14,2.73,116,52.25,male,135
132,1.25,2020-04-13,0,0,0,0s,134
562,5.33,2020-04-13,0,0,0,10s,133
2879,27.32,2020-04-13,0,0,0,20s,132
1122,10.65,2020-04-13,0.09,1,0.46,30s,131
1401,13.3,2020-04-13,0.21,3,1.38,40s,130
1932,18.34,2020-04-13,0.72,14,6.45,50s,129
1335,12.67,2020-04-13,2.4,32,14.75,60s,128
698,6.62,2020-04-13,9.17,64,29.49,70s,127
476,4.52,2020-04-13,21.64,103,47.47,80 over,126
6294,59.73,2020-04-13,1.62,102,47,female,125
4243,40.27,2020-04-13,2.71,115,53,male,124
130,1.24,2020-04-12,0,0,0,0s,123
561,5.34,2020-04-12,0,0,0,10s,122
2869,27.29,2020-04-12,0,0,0,20s,121
1120,10.65,2020-04-12,0.09,1,0.47,30s,120
1400,13.32,2020-04-12,0.21,3,1.4,40s,119
1930,18.36,2020-04-12,0.73,14,6.54,50s,118
1330,12.65,2020-04-12,2.33,31,14.49,60s,117
697,6.63,2020-04-12,9.04,63,29.44,70s,116
475,4.52,2020-04-12,21.47,102,47.66,80 over,115
6283,59.77,2020-04-12,1.61,101,47.2,female,114
4229,40.23,2020-04-12,2.67,113,52.8,male,113
130,1.24,2020-04-11,0,0,0,0s,112
558,5.32,2020-04-11,0,0,0,10s,111
2856,27.25,2020-04-11,0,0,0,20s,110
1115,10.64,2020-04-11,0.09,1,0.47,30s,109
1399,13.35,2020-04-11,0.21,3,1.42,40s,108
1926,18.38,2020-04-11,0.73,14,6.64,50s,107
1327,12.66,2020-04-11,2.19,29,13.74,60s,106
694,6.62,2020-04-11,9.08,63,29.86,70s,105
475,4.53,2020-04-11,21.26,101,47.87,80 over,104
6265,59.78,2020-04-11,1.6,100,47.39,female,103
4215,40.22,2020-04-11,2.63,111,52.61,male,102
129,1.23,2020-04-10,0,0,0,0s,101
553,5.29,2020-04-10,0,0,0,10s,100
2851,27.28,2020-04-10,0,0,0,20s,99
1113,10.65,2020-04-10,0.09,1,0.48,30s,98
1396,13.36,2020-04-10,0.21,3,1.44,40s,97
1920,18.37,2020-04-10,0.68,13,6.25,50s,96
1320,12.63,2020-04-10,2.12,28,13.46,60s,95
694,6.64,2020-04-10,8.93,62,29.81,70s,94
474,4.54,2020-04-10,21.31,101,48.56,80 over,93
6250,59.81,2020-04-10,1.58,99,47.6,female,92
4200,40.19,2020-04-10,2.6,109,52.4,male,91
128,1.23,2020-04-09,0,0,0,0s,90
552,5.3,2020-04-09,0,0,0,10s,89
2844,27.29,2020-04-09,0,0,0,20s,88
1109,10.64,2020-04-09,0.09,1,0.49,30s,87
1394,13.37,2020-04-09,0.22,3,1.47,40s,86
1917,18.39,2020-04-09,0.68,13,6.37,50s,85
1314,12.61,2020-04-09,2.05,27,13.24,60s,84
692,6.64,2020-04-09,8.67,60,29.41,70s,83
473,4.54,2020-04-09,21.14,100,49.02,80 over,82
6238,59.85,2020-04-09,1.55,97,47.55,female,81
4185,40.15,2020-04-09,2.56,107,52.45,male,80
126,1.21,2020-04-08,0,0,0,0s,79
548,5.28,2020-04-08,0,0,0,10s,78
2832,27.27,2020-04-08,0,0,0,20s,77
1102,10.61,2020-04-08,0.09,1,0.5,30s,76
1387,13.36,2020-04-08,0.22,3,1.5,40s,75
1915,18.44,2020-04-08,0.68,13,6.5,50s,74
1312,12.63,2020-04-08,2.06,27,13.5,60s,73
692,6.66,2020-04-08,8.67,60,30,70s,72
470,4.53,2020-04-08,20.43,96,48,80 over,71
6221,59.91,2020-04-08,1.51,94,47,female,70
4163,40.09,2020-04-08,2.55,106,53,male,69
1,1,2020-04-07,1,1,1,0-11,23
126,1.22,2020-04-07,0,0,0,0s,22
544,5.27,2020-04-07,0,0,0,10s,21
2819,27.29,2020-04-07,0,0,0,20s,20
1092,10.57,2020-04-07,0.09,1,0.52,30s,19
1382,13.38,2020-04-07,0.14,2,1.04,40s,18
1909,18.48,2020-04-07,0.68,13,6.77,50s,17
1304,12.62,2020-04-07,1.99,26,13.54,60s,16
689,6.67,2020-04-07,8.27,57,29.69,70s,15
466,4.51,2020-04-07,19.96,93,48.44,80 over,14
6193,59.95,2020-04-07,1.47,91,47.4,female,13
4138,40.05,2020-04-07,2.44,101,52.6,male,12
112,1.14,2020-04-02,0,0,0,0s,11
515,5.26,2020-04-02,0,0,0,10s,10
2656,27.14,2020-04-02,0,0,0,20s,9
1012,10.34,2020-04-02,0.1,1,0.62,30s,8
1312,13.41,2020-04-02,0.08,1,0.62,40s,7
1851,18.91,2020-04-02,0.54,10,6.17,50s,6
1235,12.62,2020-04-02,1.78,22,13.58,60s,5
651,6.65,2020-04-02,7.07,46,28.4,70s,4
442,4.52,2020-04-02,18.55,82,50.62,80 over,3
5881,60.1,2020-04-02,1.36,80,49.38,female,2
3905,39.9,2020-04-02,2.1,82,50.62,male,1
