confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq
5383,19.26,2020-11-12,0,0,0,20s,4686
3519,12.59,2020-11-12,0.06,2,0.41,30s,4685
3782,13.54,2020-11-12,0.11,4,0.82,40s,4684
5095,18.23,2020-11-12,0.43,22,4.52,50s,4683
4416,15.8,2020-11-12,1.27,56,11.5,60s,4682
2245,8.03,2020-11-12,6.99,157,32.24,70s,4681
1216,4.35,2020-11-12,20.23,246,50.51,80 over,4680
14857,53.17,2020-11-12,1.55,230,47.23,female,4679
13085,46.83,2020-11-12,1.96,257,52.77,male,4678
735,2.64,2020-11-11,0,0,0,0s,4655
1532,5.51,2020-11-11,0,0,0,10s,4654
5357,19.27,2020-11-11,0,0,0,20s,4653
3496,12.58,2020-11-11,0.06,2,0.41,30s,4652
3760,13.53,2020-11-11,0.11,4,0.82,40s,4651
5070,18.24,2020-11-11,0.43,22,4.52,50s,4650
4401,15.83,2020-11-11,1.27,56,11.5,60s,4649
2236,8.04,2020-11-11,7.02,157,32.24,70s,4648
1212,4.36,2020-11-11,20.3,246,50.51,80 over,4647
14791,53.21,2020-11-11,1.55,230,47.23,female,4646
13008,46.79,2020-11-11,1.98,257,52.77,male,4645
729,2.64,2020-11-10,0,0,0,0s,4644
1527,5.52,2020-11-10,0,0,0,10s,4643
5337,19.3,2020-11-10,0,0,0,20s,4642
3478,12.58,2020-11-10,0.06,2,0.41,30s,4641
3748,13.55,2020-11-10,0.11,4,0.82,40s,4640
5049,18.26,2020-11-10,0.44,22,4.54,50s,4639
4371,15.81,2020-11-10,1.26,55,11.34,60s,4638
2217,8.02,2020-11-10,7.08,157,32.37,70s,4637
1197,4.33,2020-11-10,20.47,245,50.52,80 over,4636
14713,53.21,2020-11-10,1.56,230,47.42,female,4635
12940,46.79,2020-11-10,1.97,255,52.58,male,4634
726,2.63,2020-11-09,0,0,0,0s,4611
1518,5.51,2020-11-09,0,0,0,10s,4610
5316,19.29,2020-11-09,0,0,0,20s,4609
3465,12.58,2020-11-09,0.06,2,0.42,30s,4608
3736,13.56,2020-11-09,0.11,4,0.83,40s,4607
5036,18.28,2020-11-09,0.44,22,4.58,50s,4606
4356,15.81,2020-11-09,1.24,54,11.25,60s,4605
2208,8.01,2020-11-09,7.07,156,32.5,70s,4604
1192,4.33,2020-11-09,20.3,242,50.42,80 over,4603
14669,53.24,2020-11-09,1.55,228,47.5,female,4602
12884,46.76,2020-11-09,1.96,252,52.5,male,4601
723,2.64,2020-11-08,0,0,0,0s,4567
1512,5.51,2020-11-08,0,0,0,10s,4566
5301,19.33,2020-11-08,0,0,0,20s,4565
3440,12.54,2020-11-08,0.06,2,0.42,30s,4564
3717,13.55,2020-11-08,0.11,4,0.84,40s,4563
5017,18.29,2020-11-08,0.44,22,4.6,50s,4562
4341,15.83,2020-11-08,1.24,54,11.3,60s,4561
2193,8,2020-11-08,7.07,155,32.43,70s,4560
1183,4.31,2020-11-08,20.37,241,50.42,80 over,4559
14600,53.23,2020-11-08,1.55,226,47.28,female,4558
12827,46.77,2020-11-08,1.96,252,52.72,male,4557
720,2.64,2020-11-07,0,0,0,0s,4545
1508,5.53,2020-11-07,0,0,0,10s,4544
5292,19.4,2020-11-07,0,0,0,20s,4543
3414,12.51,2020-11-07,0.06,2,0.42,30s,4542
3695,13.54,2020-11-07,0.11,4,0.84,40s,4541
4995,18.31,2020-11-07,0.44,22,4.61,50s,4540
4317,15.82,2020-11-07,1.25,54,11.32,60s,4539
2169,7.95,2020-11-07,7.15,155,32.49,70s,4538
1174,4.3,2020-11-07,20.44,240,50.31,80 over,4537
14533,53.27,2020-11-07,1.56,226,47.38,female,4536
12751,46.73,2020-11-07,1.97,251,52.62,male,4535
719,2.64,2020-11-06,0,0,0,0s,4523
1503,5.53,2020-11-06,0,0,0,10s,4522
5282,19.42,2020-11-06,0,0,0,20s,4521
3399,12.5,2020-11-06,0.06,2,0.42,30s,4520
3674,13.51,2020-11-06,0.11,4,0.84,40s,4519
4986,18.33,2020-11-06,0.44,22,4.62,50s,4518
4304,15.83,2020-11-06,1.25,54,11.34,60s,4517
2158,7.94,2020-11-06,7.18,155,32.56,70s,4516
1170,4.3,2020-11-06,20.43,239,50.21,80 over,4515
14494,53.3,2020-11-06,1.55,225,47.27,female,4514
12701,46.7,2020-11-06,1.98,251,52.73,male,4513
719,2.64,2020-11-06,0,0,0,0s,4501
1503,5.53,2020-11-06,0,0,0,10s,4500
5282,19.42,2020-11-06,0,0,0,20s,4499
3399,12.5,2020-11-06,0.06,2,0.42,30s,4498
3674,13.51,2020-11-06,0.11,4,0.84,40s,4497
4986,18.33,2020-11-06,0.44,22,4.62,50s,4496
4304,15.83,2020-11-06,1.25,54,11.34,60s,4495
2158,7.94,2020-11-06,7.18,155,32.56,70s,4494
1170,4.3,2020-11-06,20.43,239,50.21,80 over,4493
14494,53.3,2020-11-06,1.55,225,47.27,female,4492
12701,46.7,2020-11-06,1.98,251,52.73,male,4491
710,2.62,2020-11-05,0,0,0,0s,4479
1496,5.53,2020-11-05,0,0,0,10s,4478
5258,19.44,2020-11-05,0,0,0,20s,4477
3375,12.48,2020-11-05,0.06,2,0.42,30s,4476
3648,13.49,2020-11-05,0.11,4,0.84,40s,4475
4958,18.33,2020-11-05,0.44,22,4.63,50s,4474
4291,15.86,2020-11-05,1.26,54,11.37,60s,4473
2149,7.94,2020-11-05,7.17,154,32.42,70s,4472
1165,4.31,2020-11-05,20.52,239,50.32,80 over,4471
14423,53.32,2020-11-05,1.56,225,47.37,female,4470
12627,46.68,2020-11-05,1.98,250,52.63,male,4469
709,2.63,2020-11-04,0,0,0,0s,4446
1488,5.53,2020-11-04,0,0,0,10s,4445
5237,19.45,2020-11-04,0,0,0,20s,4444
3355,12.46,2020-11-04,0.06,2,0.42,30s,4443
3625,13.46,2020-11-04,0.11,4,0.84,40s,4442
4929,18.31,2020-11-04,0.45,22,4.64,50s,4441
4276,15.88,2020-11-04,1.26,54,11.39,60s,4440
2143,7.96,2020-11-04,7.19,154,32.49,70s,4439
1163,4.32,2020-11-04,20.46,238,50.21,80 over,4438
14361,53.34,2020-11-04,1.57,225,47.47,female,4437
12564,46.66,2020-11-04,1.98,249,52.53,male,4436
707,2.64,2020-11-03,0,0,0,0s,4424
1485,5.54,2020-11-03,0,0,0,10s,4423
5218,19.47,2020-11-03,0,0,0,20s,4422
3330,12.42,2020-11-03,0.06,2,0.42,30s,4421
3614,13.48,2020-11-03,0.11,4,0.85,40s,4420
4909,18.31,2020-11-03,0.45,22,4.66,50s,4419
4253,15.87,2020-11-03,1.27,54,11.44,60s,4418
2133,7.96,2020-11-03,7.17,153,32.42,70s,4417
1158,4.32,2020-11-03,20.47,237,50.21,80 over,4416
14304,53.36,2020-11-03,1.56,223,47.25,female,4415
12503,46.64,2020-11-03,1.99,249,52.75,male,4414
704,2.63,2020-11-02,0,0,0,0s,4402
1480,5.54,2020-11-02,0,0,0,10s,4401
5201,19.46,2020-11-02,0,0,0,20s,4400
3317,12.41,2020-11-02,0.06,2,0.43,30s,4399
3607,13.49,2020-11-02,0.11,4,0.85,40s,4398
4894,18.31,2020-11-02,0.43,21,4.49,50s,4397
4242,15.87,2020-11-02,1.25,53,11.32,60s,4396
2130,7.97,2020-11-02,7.14,152,32.48,70s,4395
1157,4.33,2020-11-02,20.4,236,50.43,80 over,4394
14272,53.39,2020-11-02,1.53,219,46.79,female,4393
12460,46.61,2020-11-02,2,249,53.21,male,4392
697,2.62,2020-11-01,0,0,0,0s,4380
1471,5.52,2020-11-01,0,0,0,10s,4379
5192,19.49,2020-11-01,0,0,0,20s,4378
3304,12.4,2020-11-01,0.06,2,0.43,30s,4377
3588,13.47,2020-11-01,0.11,4,0.86,40s,4376
4884,18.34,2020-11-01,0.43,21,4.51,50s,4375
4224,15.86,2020-11-01,1.25,53,11.37,60s,4374
2122,7.97,2020-11-01,7.16,152,32.62,70s,4373
1153,4.33,2020-11-01,20.29,234,50.21,80 over,4372
14223,53.4,2020-11-01,1.53,217,46.57,female,4371
12412,46.6,2020-11-01,2.01,249,53.43,male,4370
692,2.61,2020-10-31,0,0,0,0s,4358
1457,5.5,2020-10-31,0,0,0,10s,4357
5168,19.49,2020-10-31,0,0,0,20s,4356
3285,12.39,2020-10-31,0.06,2,0.43,30s,4355
3563,13.44,2020-10-31,0.11,4,0.86,40s,4354
4871,18.37,2020-10-31,0.43,21,4.53,50s,4353
4209,15.88,2020-10-31,1.26,53,11.42,60s,4352
2116,7.98,2020-10-31,7.18,152,32.76,70s,4351
1150,4.34,2020-10-31,20.17,232,50,80 over,4350
14159,53.41,2020-10-31,1.53,216,46.55,female,4349
12352,46.59,2020-10-31,2.01,248,53.45,male,4348
685,2.6,2020-10-30,0,0,0,0s,4336
1452,5.5,2020-10-30,0,0,0,10s,4335
5147,19.51,2020-10-30,0,0,0,20s,4334
3263,12.37,2020-10-30,0.06,2,0.43,30s,4333
3545,13.44,2020-10-30,0.11,4,0.86,40s,4332
4845,18.36,2020-10-30,0.43,21,4.54,50s,4331
4202,15.93,2020-10-30,1.26,53,11.45,60s,4330
2106,7.98,2020-10-30,7.22,152,32.83,70s,4329
1140,4.32,2020-10-30,20.26,231,49.89,80 over,4328
14096,53.42,2020-10-30,1.53,215,46.44,female,4327
12289,46.58,2020-10-30,2.02,248,53.56,male,4326
677,2.58,2020-10-29,0,0,0,0s,4314
1443,5.49,2020-10-29,0,0,0,10s,4313
5131,19.53,2020-10-29,0,0,0,20s,4312
3247,12.36,2020-10-29,0.06,2,0.43,30s,4311
3526,13.42,2020-10-29,0.11,4,0.87,40s,4310
4829,18.38,2020-10-29,0.43,21,4.55,50s,4309
4182,15.92,2020-10-29,1.27,53,11.47,60s,4308
2100,7.99,2020-10-29,7.19,151,32.68,70s,4307
1136,4.32,2020-10-29,20.33,231,50,80 over,4306
14036,53.43,2020-10-29,1.53,215,46.54,female,4305
12235,46.57,2020-10-29,2.02,247,53.46,male,4304
666,2.55,2020-10-28,0,0,0,0s,4292
1435,5.49,2020-10-28,0,0,0,10s,4291
5118,19.57,2020-10-28,0,0,0,20s,4290
3224,12.33,2020-10-28,0.06,2,0.43,30s,4289
3512,13.43,2020-10-28,0.11,4,0.87,40s,4288
4812,18.4,2020-10-28,0.44,21,4.56,50s,4287
4157,15.9,2020-10-28,1.27,53,11.5,60s,4286
2090,7.99,2020-10-28,7.18,150,32.54,70s,4285
1132,4.33,2020-10-28,20.41,231,50.11,80 over,4284
13979,53.47,2020-10-28,1.53,214,46.42,female,4283
12167,46.53,2020-10-28,2.03,247,53.58,male,4282
662,2.54,2020-10-27,0,0,0,0s,4270
1429,5.49,2020-10-27,0,0,0,10s,4269
5098,19.58,2020-10-27,0,0,0,20s,4268
3209,12.32,2020-10-27,0.06,2,0.43,30s,4267
3495,13.42,2020-10-27,0.11,4,0.87,40s,4266
4792,18.4,2020-10-27,0.44,21,4.57,50s,4265
4148,15.93,2020-10-27,1.28,53,11.52,60s,4264
2083,8,2020-10-27,7.15,149,32.39,70s,4263
1127,4.33,2020-10-27,20.5,231,50.22,80 over,4262
13922,53.46,2020-10-27,1.54,214,46.52,female,4261
12121,46.54,2020-10-27,2.03,246,53.48,male,4260
660,2.54,2020-10-26,0,0,0,0s,4248
1422,5.48,2020-10-26,0,0,0,10s,4247
5086,19.6,2020-10-26,0,0,0,20s,4246
3200,12.33,2020-10-26,0.06,2,0.44,30s,4245
3481,13.41,2020-10-26,0.11,4,0.88,40s,4244
4769,18.37,2020-10-26,0.44,21,4.6,50s,4243
4135,15.93,2020-10-26,1.28,53,11.6,60s,4242
2079,8.01,2020-10-26,7.07,147,32.17,70s,4241
1123,4.33,2020-10-26,20.48,230,50.33,80 over,4240
13875,53.46,2020-10-26,1.54,213,46.61,female,4239
12080,46.54,2020-10-26,2.02,244,53.39,male,4238
654,2.53,2020-10-25,0,0,0,0s,4226
1417,5.48,2020-10-25,0,0,0,10s,4225
5065,19.6,2020-10-25,0,0,0,20s,4224
3175,12.29,2020-10-25,0.06,2,0.44,30s,4223
3459,13.39,2020-10-25,0.12,4,0.88,40s,4222
4747,18.37,2020-10-25,0.44,21,4.6,50s,4221
4124,15.96,2020-10-25,1.29,53,11.6,60s,4220
2076,8.04,2020-10-25,7.08,147,32.17,70s,4219
1119,4.33,2020-10-25,20.55,230,50.33,80 over,4218
13807,53.44,2020-10-25,1.54,213,46.61,female,4217
12029,46.56,2020-10-25,2.03,244,53.39,male,4216
649,2.52,2020-10-24,0,0,0,0s,4204
1410,5.47,2020-10-24,0,0,0,10s,4203
5055,19.61,2020-10-24,0,0,0,20s,4202
3167,12.29,2020-10-24,0.06,2,0.44,30s,4201
3448,13.38,2020-10-24,0.12,4,0.88,40s,4200
4738,18.38,2020-10-24,0.44,21,4.6,50s,4199
4118,15.98,2020-10-24,1.29,53,11.6,60s,4198
2075,8.05,2020-10-24,7.08,147,32.17,70s,4197
1115,4.33,2020-10-24,20.63,230,50.33,80 over,4196
13772,53.43,2020-10-24,1.55,213,46.61,female,4195
12003,46.57,2020-10-24,2.03,244,53.39,male,4194
642,2.5,2020-10-23,0,0,0,0s,4182
1403,5.46,2020-10-23,0,0,0,10s,4181
5043,19.62,2020-10-23,0,0,0,20s,4180
3163,12.31,2020-10-23,0.06,2,0.44,30s,4179
3439,13.38,2020-10-23,0.12,4,0.88,40s,4178
4724,18.38,2020-10-23,0.44,21,4.62,50s,4177
4104,15.97,2020-10-23,1.27,52,11.43,60s,4176
2070,8.06,2020-10-23,7.1,147,32.31,70s,4175
1110,4.32,2020-10-23,20.63,229,50.33,80 over,4174
13736,53.45,2020-10-23,1.55,213,46.81,female,4173
11962,46.55,2020-10-23,2.02,242,53.19,male,4172
640,2.51,2020-10-22,0,0,0,0s,4160
1392,5.45,2020-10-22,0,0,0,10s,4159
5033,19.7,2020-10-22,0,0,0,20s,4158
3145,12.31,2020-10-22,0.06,2,0.44,30s,4157
3418,13.38,2020-10-22,0.12,4,0.88,40s,4156
4698,18.39,2020-10-22,0.45,21,4.64,50s,4155
4078,15.97,2020-10-22,1.23,50,11.04,60s,4154
2057,8.05,2020-10-22,7.15,147,32.45,70s,4153
1082,4.24,2020-10-22,21.16,229,50.55,80 over,4152
13654,53.45,2020-10-22,1.55,212,46.8,female,4151
11889,46.55,2020-10-22,2.03,241,53.2,male,4150
638,2.51,2020-10-21,0,0,0,0s,4138
1390,5.47,2020-10-21,0,0,0,10s,4137
5015,19.73,2020-10-21,0,0,0,20s,4136
3135,12.33,2020-10-21,0.06,2,0.44,30s,4135
3400,13.37,2020-10-21,0.12,4,0.89,40s,4134
4674,18.38,2020-10-21,0.45,21,4.67,50s,4133
4052,15.94,2020-10-21,1.21,49,10.89,60s,4132
2046,8.05,2020-10-21,7.18,147,32.67,70s,4131
1074,4.22,2020-10-21,21.14,227,50.44,80 over,4130
13594,53.47,2020-10-21,1.54,210,46.67,female,4129
11830,46.53,2020-10-21,2.03,240,53.33,male,4128
637,2.51,2020-10-20,0,0,0,0s,4116
1386,5.47,2020-10-20,0,0,0,10s,4115
5003,19.75,2020-10-20,0,0,0,20s,4114
3123,12.33,2020-10-20,0.06,2,0.45,30s,4113
3382,13.35,2020-10-20,0.12,4,0.89,40s,4112
4659,18.39,2020-10-20,0.45,21,4.7,50s,4111
4038,15.94,2020-10-20,1.21,49,10.96,60s,4110
2041,8.06,2020-10-20,7.15,146,32.66,70s,4109
1064,4.2,2020-10-20,21.15,225,50.34,80 over,4108
13550,53.49,2020-10-20,1.55,210,46.98,female,4107
11783,46.51,2020-10-20,2.01,237,53.02,male,4106
634,2.51,2020-10-19,0,0,0,0s,4094
1383,5.47,2020-10-19,0,0,0,10s,4093
4992,19.75,2020-10-19,0,0,0,20s,4092
3116,12.33,2020-10-19,0.06,2,0.45,30s,4091
3370,13.33,2020-10-19,0.12,4,0.9,40s,4090
4650,18.4,2020-10-19,0.45,21,4.73,50s,4089
4029,15.94,2020-10-19,1.17,47,10.59,60s,4088
2038,8.06,2020-10-19,7.16,146,32.88,70s,4087
1063,4.21,2020-10-19,21.07,224,50.45,80 over,4086
13530,53.53,2020-10-19,1.54,209,47.07,female,4085
11745,46.47,2020-10-19,2,235,52.93,male,4084
632,2.51,2020-10-18,0,0,0,0s,4072
1380,5.48,2020-10-18,0,0,0,10s,4071
4979,19.76,2020-10-18,0,0,0,20s,4070
3109,12.34,2020-10-18,0.06,2,0.45,30s,4069
3355,13.31,2020-10-18,0.12,4,0.9,40s,4068
4637,18.4,2020-10-18,0.45,21,4.73,50s,4067
4022,15.96,2020-10-18,1.17,47,10.59,60s,4066
2031,8.06,2020-10-18,7.19,146,32.88,70s,4065
1054,4.18,2020-10-18,21.25,224,50.45,80 over,4064
13488,53.53,2020-10-18,1.55,209,47.07,female,4063
11711,46.47,2020-10-18,2.01,235,52.93,male,4062
630,2.51,2020-10-17,0,0,0,0s,4050
1376,5.48,2020-10-17,0,0,0,10s,4049
4967,19.78,2020-10-17,0,0,0,20s,4048
3095,12.33,2020-10-17,0.06,2,0.45,30s,4047
3342,13.31,2020-10-17,0.12,4,0.9,40s,4046
4615,18.38,2020-10-17,0.46,21,4.74,50s,4045
4007,15.96,2020-10-17,1.17,47,10.61,60s,4044
2023,8.06,2020-10-17,7.17,145,32.73,70s,4043
1053,4.19,2020-10-17,21.27,224,50.56,80 over,4042
13446,53.55,2020-10-17,1.55,208,46.95,female,4041
11662,46.45,2020-10-17,2.02,235,53.05,male,4040
628,2.51,2020-10-16,0,0,0,0s,4028
1374,5.49,2020-10-16,0,0,0,10s,4027
4962,19.82,2020-10-16,0,0,0,20s,4026
3079,12.3,2020-10-16,0.06,2,0.45,30s,4025
3336,13.33,2020-10-16,0.12,4,0.91,40s,4024
4596,18.36,2020-10-16,0.46,21,4.76,50s,4023
3990,15.94,2020-10-16,1.18,47,10.66,60s,4022
2021,8.07,2020-10-16,7.13,144,32.65,70s,4021
1049,4.19,2020-10-16,21.26,223,50.57,80 over,4020
13399,53.52,2020-10-16,1.54,207,46.94,female,4019
11636,46.48,2020-10-16,2.01,234,53.06,male,4018
628,2.51,2020-10-15,0,0,0,0s,4006
1372,5.49,2020-10-15,0,0,0,10s,4005
4955,19.83,2020-10-15,0,0,0,20s,4004
3070,12.29,2020-10-15,0.07,2,0.46,30s,4003
3326,13.31,2020-10-15,0.12,4,0.91,40s,4002
4588,18.36,2020-10-15,0.46,21,4.78,50s,4001
3983,15.94,2020-10-15,1.18,47,10.71,60s,4000
2019,8.08,2020-10-15,7.08,143,32.57,70s,3999
1047,4.19,2020-10-15,21.2,222,50.57,80 over,3998
13373,53.52,2020-10-15,1.54,206,46.92,female,3997
11615,46.48,2020-10-15,2.01,233,53.08,male,3996
623,2.5,2020-10-14,0,0,0,0s,3984
1369,5.5,2020-10-14,0,0,0,10s,3983
4942,19.86,2020-10-14,0,0,0,20s,3982
3060,12.29,2020-10-14,0.07,2,0.46,30s,3981
3318,13.33,2020-10-14,0.12,4,0.91,40s,3980
4583,18.41,2020-10-14,0.46,21,4.79,50s,3979
3970,15.95,2020-10-14,1.18,47,10.73,60s,3978
2008,8.07,2020-10-14,7.12,143,32.65,70s,3977
1016,4.08,2020-10-14,21.75,221,50.46,80 over,3976
13295,53.42,2020-10-14,1.54,205,46.8,female,3975
11594,46.58,2020-10-14,2.01,233,53.2,male,3974
619,2.5,2020-10-13,0,0,0,0s,3962
1362,5.49,2020-10-13,0,0,0,10s,3961
4912,19.8,2020-10-13,0,0,0,20s,3960
3049,12.29,2020-10-13,0.07,2,0.46,30s,3959
3307,13.33,2020-10-13,0.12,4,0.92,40s,3958
4574,18.44,2020-10-13,0.46,21,4.84,50s,3957
3962,15.97,2020-10-13,1.19,47,10.83,60s,3956
2006,8.09,2020-10-13,7.08,142,32.72,70s,3955
1014,4.09,2020-10-13,21.5,218,50.23,80 over,3954
13262,53.47,2020-10-13,1.52,202,46.54,female,3953
11543,46.53,2020-10-13,2.01,232,53.46,male,3952
614,2.49,2020-10-12,0,0,0,0s,3951
1355,5.49,2020-10-12,0,0,0,10s,3950
4891,19.8,2020-10-12,0,0,0,20s,3949
3033,12.28,2020-10-12,0.07,2,0.46,30s,3948
3287,13.31,2020-10-12,0.12,4,0.92,40s,3947
4561,18.46,2020-10-12,0.44,20,4.62,50s,3946
3950,15.99,2020-10-12,1.19,47,10.85,60s,3945
1999,8.09,2020-10-12,7.1,142,32.79,70s,3944
1013,4.1,2020-10-12,21.52,218,50.35,80 over,3943
13224,53.53,2020-10-12,1.53,202,46.65,female,3942
11479,46.47,2020-10-12,2.01,231,53.35,male,3941
606,2.46,2020-10-11,0,0,0,0s,3918
1353,5.5,2020-10-11,0,0,0,10s,3917
4872,19.8,2020-10-11,0,0,0,20s,3916
3014,12.25,2020-10-11,0.07,2,0.46,30s,3915
3271,13.29,2020-10-11,0.12,4,0.93,40s,3914
4549,18.49,2020-10-11,0.44,20,4.63,50s,3913
3939,16.01,2020-10-11,1.17,46,10.65,60s,3912
1991,8.09,2020-10-11,7.13,142,32.87,70s,3911
1011,4.11,2020-10-11,21.56,218,50.46,80 over,3910
13183,53.58,2020-10-11,1.52,201,46.53,female,3909
11423,46.42,2020-10-11,2.02,231,53.47,male,3908
602,2.45,2020-10-10,0,0,0,0s,3896
1353,5.51,2020-10-10,0,0,0,10s,3895
4861,19.8,2020-10-10,0,0,0,20s,3894
3000,12.22,2020-10-10,0.07,2,0.47,30s,3893
3263,13.29,2020-10-10,0.12,4,0.93,40s,3892
4543,18.51,2020-10-10,0.44,20,4.65,50s,3891
3933,16.02,2020-10-10,1.17,46,10.7,60s,3890
1985,8.09,2020-10-10,7.15,142,33.02,70s,3889
1008,4.11,2020-10-10,21.43,216,50.23,80 over,3888
13159,53.61,2020-10-10,1.52,200,46.51,female,3887
11389,46.39,2020-10-10,2.02,230,53.49,male,3886
600,2.46,2020-10-08,0,0,0,0s,3874
1339,5.48,2020-10-08,0,0,0,10s,3873
4842,19.83,2020-10-08,0,0,0,20s,3872
2986,12.23,2020-10-08,0.07,2,0.47,30s,3871
3251,13.31,2020-10-08,0.12,4,0.94,40s,3870
4527,18.54,2020-10-08,0.44,20,4.68,50s,3869
3901,15.97,2020-10-08,1.18,46,10.77,60s,3868
1974,8.08,2020-10-08,7.14,141,33.02,70s,3867
1002,4.1,2020-10-08,21.36,214,50.12,80 over,3866
13101,53.64,2020-10-08,1.51,198,46.37,female,3865
11321,46.36,2020-10-08,2.02,229,53.63,male,3864
594,2.44,2020-10-07,0,0,0,0s,3852
1334,5.48,2020-10-07,0,0,0,10s,3851
4836,19.86,2020-10-07,0,0,0,20s,3850
2979,12.23,2020-10-07,0.07,2,0.47,30s,3849
3242,13.31,2020-10-07,0.12,4,0.94,40s,3848
4515,18.54,2020-10-07,0.42,19,4.47,50s,3847
3890,15.97,2020-10-07,1.18,46,10.82,60s,3846
1964,8.06,2020-10-07,7.18,141,33.18,70s,3845
999,4.1,2020-10-07,21.32,213,50.12,80 over,3844
13071,53.67,2020-10-07,1.51,198,46.59,female,3843
11282,46.33,2020-10-07,2.01,227,53.41,male,3842
593,2.45,2020-10-06,0,0,0,0s,3830
1332,5.5,2020-10-06,0,0,0,10s,3829
4828,19.92,2020-10-06,0,0,0,20s,3828
2966,12.24,2020-10-06,0.07,2,0.47,30s,3827
3232,13.33,2020-10-06,0.12,4,0.95,40s,3826
4487,18.51,2020-10-06,0.42,19,4.5,50s,3825
3859,15.92,2020-10-06,1.19,46,10.9,60s,3824
1948,8.04,2020-10-06,7.24,141,33.41,70s,3823
994,4.1,2020-10-06,21.13,210,49.76,80 over,3822
13010,53.67,2020-10-06,1.51,196,46.45,female,3821
11229,46.33,2020-10-06,2.01,226,53.55,male,3820
588,2.43,2020-10-05,0,0,0,0s,3808
1324,5.48,2020-10-05,0,0,0,10s,3807
4802,19.87,2020-10-05,0,0,0,20s,3806
2958,12.24,2020-10-05,0.07,2,0.47,30s,3805
3230,13.37,2020-10-05,0.12,4,0.95,40s,3804
4476,18.52,2020-10-05,0.42,19,4.5,50s,3803
3850,15.93,2020-10-05,1.19,46,10.9,60s,3802
1944,8.05,2020-10-05,7.25,141,33.41,70s,3801
992,4.11,2020-10-05,21.17,210,49.76,80 over,3800
12985,53.74,2020-10-05,1.51,196,46.45,female,3799
11179,46.26,2020-10-05,2.02,226,53.55,male,3798
588,2.44,2020-10-04,0,0,0,0s,3786
1321,5.48,2020-10-04,0,0,0,10s,3785
4785,19.86,2020-10-04,0,0,0,20s,3784
2949,12.24,2020-10-04,0.07,2,0.48,30s,3783
3222,13.37,2020-10-04,0.12,4,0.95,40s,3782
4464,18.53,2020-10-04,0.43,19,4.51,50s,3781
3836,15.92,2020-10-04,1.17,45,10.69,60s,3780
1938,8.04,2020-10-04,7.28,141,33.49,70s,3779
988,4.1,2020-10-04,21.26,210,49.88,80 over,3778
12959,53.79,2020-10-04,1.51,196,46.56,female,3777
11132,46.21,2020-10-04,2.02,225,53.44,male,3776
588,2.45,2020-10-03,0,0,0,0s,3764
1317,5.48,2020-10-03,0,0,0,10s,3763
4781,19.9,2020-10-03,0,0,0,20s,3762
2940,12.24,2020-10-03,0.07,2,0.48,30s,3761
3209,13.36,2020-10-03,0.12,4,0.95,40s,3760
4456,18.55,2020-10-03,0.43,19,4.52,50s,3759
3824,15.92,2020-10-03,1.15,44,10.48,60s,3758
1930,8.03,2020-10-03,7.31,141,33.57,70s,3757
982,4.09,2020-10-03,21.38,210,50,80 over,3756
12935,53.84,2020-10-03,1.52,196,46.67,female,3755
11092,46.16,2020-10-03,2.02,224,53.33,male,3754
587,2.45,2020-10-02,0,0,0,0s,3742
1316,5.49,2020-10-02,0,0,0,10s,3741
4775,19.94,2020-10-02,0,0,0,20s,3740
2927,12.22,2020-10-02,0.07,2,0.48,30s,3739
3198,13.35,2020-10-02,0.13,4,0.96,40s,3738
4445,18.56,2020-10-02,0.43,19,4.57,50s,3737
3808,15.9,2020-10-02,1.16,44,10.58,60s,3736
1917,8,2020-10-02,7.2,138,33.17,70s,3735
979,4.09,2020-10-02,21.35,209,50.24,80 over,3734
12907,53.89,2020-10-02,1.52,196,47.12,female,3733
11045,46.11,2020-10-02,1.99,220,52.88,male,3732
584,2.44,2020-10-01,0,0,0,0s,3720
1310,5.48,2020-10-01,0,0,0,10s,3719
4769,19.96,2020-10-01,0,0,0,20s,3718
2917,12.21,2020-10-01,0.07,2,0.48,30s,3717
3192,13.36,2020-10-01,0.13,4,0.96,40s,3716
4434,18.56,2020-10-01,0.43,19,4.58,50s,3715
3795,15.89,2020-10-01,1.16,44,10.6,60s,3714
1913,8.01,2020-10-01,7.21,138,33.25,70s,3713
975,4.08,2020-10-01,21.33,208,50.12,80 over,3712
12882,53.92,2020-10-01,1.52,196,47.23,female,3711
11007,46.08,2020-10-01,1.99,219,52.77,male,3710
578,2.43,2020-09-30,0,0,0,0s,3698
1306,5.48,2020-09-30,0,0,0,10s,3697
4762,20,2020-09-30,0,0,0,20s,3696
2908,12.21,2020-09-30,0.07,2,0.48,30s,3695
3178,13.35,2020-09-30,0.13,4,0.97,40s,3694
4421,18.57,2020-09-30,0.43,19,4.6,50s,3693
3782,15.88,2020-09-30,1.16,44,10.65,60s,3692
1906,8,2020-09-30,7.14,136,32.93,70s,3691
971,4.08,2020-09-30,21.42,208,50.36,80 over,3690
12848,53.96,2020-09-30,1.53,196,47.46,female,3689
10964,46.04,2020-09-30,1.98,217,52.54,male,3688
573,2.42,2020-09-29,0,0,0,0s,3676
1301,5.49,2020-09-29,0,0,0,10s,3675
4754,20.06,2020-09-29,0,0,0,20s,3674
2888,12.19,2020-09-29,0.07,2,0.49,30s,3673
3158,13.33,2020-09-29,0.13,4,0.98,40s,3672
