createDt, deathCnt , defCnt ,gubunEn, incDec , isolClearCnt , isolIngCnt , localOccCnt , overFlowCnt ,qurRate,seq
2020-11-14, 492 ," 28,338 ",Total, 205 ," 25,636 "," 2,210 ", 166 , 39 ,54.66,5651
2020-11-13, - ," 1,899 ",Lazaretto, 14 ," 1,520 ", 379 , - , 14 ,-,5650
2020-11-13, - , 62 ,Jeju, 1 , 59 , 3 , 1 , - ,9.24,5649
2020-11-13, - , 377 ,Gyeongsangnam-do, 3 , 313 , 64 , 2 , 1 ,11.22,5648
2020-11-13, 57 ," 1,596 ",Gyeongsangbuk-do, - ," 1,528 ", 11 , - , - ,59.94,5647
2020-11-13, 2 , 216 ,Jeollanam-do, 9 , 180 , 34 , 9 , - ,11.58,5646
2020-11-13, 1 , 172 ,Jeollabuk-do, - , 162 , 9 , - , - ,9.46,5645
2020-11-13, 8 , 682 ,Chungcheongnam-do, 8 , 535 , 139 , 7 , 1 ,32.13,5644
2020-11-13, 3 , 207 ,Chungcheongbuk-do, 1 , 182 , 22 , - , 1 ,12.94,5643
2020-11-13, 3 , 357 ,Gangwon-do, 23 , 268 , 86 , 23 , - ,23.17,5642
2020-11-13, 102 ," 5,862 ",Gyeonggi-do, 47 ," 5,222 ", 538 , 36 , 11 ,44.24,5641
2020-11-13, - , 83 ,Sejong, 1 , 82 , 1 , 1 , - ,24.25,5640
2020-11-13, 2 , 167 ,Ulsan, - , 160 , 5 , - , - ,14.56,5639
2020-11-13, 6 , 448 ,Daejeon, - , 432 , 10 , - , - ,30.39,5638
2020-11-13, 3 , 539 ,Gwangju, 5 , 510 , 26 , 5 , - ,37,5637
2020-11-13, 11 ," 1,077 ",Incheon, 4 ," 1,032 ", 34 , 3 , 1 ,36.43,5636
2020-11-13, 196 ," 7,202 ",Daegu, 1 ," 6,963 ", 43 , 1 , - ,295.59,5635
2020-11-13, 15 , 608 ,Busan, - , 563 , 30 , - , - ,17.82,5634
2020-11-13, 79 ," 6,579 ",Seoul, 74 ," 5,826 ", 674 , 74 , - ,67.59,5633
2020-11-13, 488 ," 28,133 ",Total, 191 ," 25,537 "," 2,108 ", 162 , 29 ,54.26,5632
2020-11-12, - ," 1,885 ",Lazaretto, 9 ," 1,513 ", 372 , - , 9 ,-,5631
2020-11-12, - , 61 ,Jeju, 1 , 59 , 2 , 1 , - ,9.09,5630
2020-11-12, - , 374 ,Gyeongsangnam-do, 4 , 312 , 62 , 3 , 1 ,11.13,5629
2020-11-12, 57 ," 1,596 ",Gyeongsangbuk-do, 1 ," 1,527 ", 12 , 1 , - ,59.94,5628
2020-11-12, 2 , 207 ,Jeollanam-do, 8 , 179 , 26 , 8 , - ,11.1,5627
2020-11-12, 1 , 172 ,Jeollabuk-do, - , 162 , 9 , - , - ,9.46,5626
2020-11-12, 8 , 674 ,Chungcheongnam-do, 9 , 531 , 135 , 9 , - ,31.76,5625
2020-11-12, 3 , 206 ,Chungcheongbuk-do, 1 , 180 , 23 , - , 1 ,12.88,5624
2020-11-12, 3 , 334 ,Gangwon-do, 6 , 266 , 65 , 6 , - ,21.68,5623
2020-11-12, 101 ," 5,815 ",Gyeonggi-do, 35 ," 5,170 ", 544 , 34 , 1 ,43.89,5622
2020-11-12, - , 82 ,Sejong, - , 82 , - , - , - ,23.95,5621
2020-11-12, 2 , 167 ,Ulsan, 1 , 159 , 6 , - , 1 ,14.56,5620
2020-11-12, 6 , 448 ,Daejeon, 2 , 432 , 10 , 2 , - ,30.39,5619
2020-11-12, 3 , 534 ,Gwangju, 6 , 510 , 21 , 6 , - ,36.66,5618
2020-11-12, 11 ," 1,073 ",Incheon, 2 ," 1,022 ", 40 , 2 , - ,36.3,5617
2020-11-12, 196 ," 7,201 ",Daegu, 3 ," 6,962 ", 43 , 2 , 1 ,295.55,5616
2020-11-12, 15 , 608 ,Busan, 2 , 562 , 31 , 2 , - ,17.82,5615
2020-11-12, 79 ," 6,505 ",Seoul, 53 ," 5,776 ", 650 , 52 , 1 ,66.83,5614
2020-11-12, 487 ," 27,942 ",Total, 143 ," 25,404 "," 2,051 ", 128 , 15 ,53.89,5613
2020-11-11, - ," 1,876 ",Lazaretto, 8 ," 1,502 ", 374 , - , 8 ,-,5612
2020-11-11, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.95,5611
2020-11-11, - , 370 ,Gyeongsangnam-do, 11 , 312 , 58 , 10 , 1 ,11.01,5610
2020-11-11, 57 ," 1,595 ",Gyeongsangbuk-do, - ," 1,525 ", 13 , - , - ,59.91,5609
2020-11-11, 2 , 199 ,Jeollanam-do, 1 , 178 , 19 , - , 1 ,10.67,5608
2020-11-11, 1 , 172 ,Jeollabuk-do, 1 , 161 , 10 , 1 , - ,9.46,5607
2020-11-11, 8 , 665 ,Chungcheongnam-do, 7 , 523 , 134 , 6 , 1 ,31.33,5606
2020-11-11, 3 , 205 ,Chungcheongbuk-do, 2 , 180 , 22 , 1 , 1 ,12.82,5605
2020-11-11, 3 , 328 ,Gangwon-do, 9 , 256 , 69 , 8 , 1 ,21.29,5604
2020-11-11, 101 ," 5,780 ",Gyeonggi-do, 53 ," 5,123 ", 556 , 42 , 11 ,43.62,5603
2020-11-11, - , 82 ,Sejong, - , 82 , - , - , - ,23.95,5602
2020-11-11, 2 , 166 ,Ulsan, - , 159 , 5 , - , - ,14.47,5601
2020-11-11, 6 , 446 ,Daejeon, 1 , 430 , 10 , 1 , - ,30.25,5600
2020-11-11, 3 , 528 ,Gwangju, 4 , 507 , 18 , 2 , 2 ,36.25,5599
2020-11-11, 11 ," 1,071 ",Incheon, 1 ," 1,017 ", 43 , - , 1 ,36.23,5598
2020-11-11, 196 ," 7,198 ",Daegu, - ," 6,957 ", 45 , - , - ,295.43,5597
2020-11-11, 15 , 606 ,Busan, 3 , 560 , 31 , 3 , - ,17.76,5596
2020-11-11, 79 ," 6,452 ",Seoul, 45 ," 5,735 ", 638 , 39 , 6 ,66.29,5595
2020-11-11, 487 ," 27,799 ",Total, 146 ," 25,266 "," 2,046 ", 113 , 33 ,53.62,5594
2020-11-10, - ," 1,868 ",Lazaretto, 8 ," 1,501 ", 367 , - , 8 ,-,5593
2020-11-10, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.95,5592
2020-11-10, - , 359 ,Gyeongsangnam-do, 2 , 312 , 47 , 2 , - ,10.68,5591
2020-11-10, 57 ," 1,595 ",Gyeongsangbuk-do, 1 ," 1,524 ", 14 , - , 1 ,59.91,5590
2020-11-10, 2 , 198 ,Jeollanam-do, 2 , 175 , 21 , 2 , - ,10.62,5589
2020-11-10, 1 , 171 ,Jeollabuk-do, - , 159 , 11 , - , - ,9.41,5588
2020-11-10, 8 , 658 ,Chungcheongnam-do, 4 , 523 , 127 , 4 , - ,31,5587
2020-11-10, 3 , 203 ,Chungcheongbuk-do, 2 , 179 , 21 , 1 , 1 ,12.69,5586
2020-11-10, 3 , 319 ,Gangwon-do, 3 , 253 , 63 , 3 , - ,20.71,5585
2020-11-10, 99 ," 5,727 ",Gyeonggi-do, 33 ," 5,086 ", 542 , 18 , 15 ,43.22,5584
2020-11-10, - , 82 ,Sejong, - , 79 , 3 , - , - ,23.95,5583
2020-11-10, 2 , 166 ,Ulsan, - , 158 , 6 , - , - ,14.47,5582
2020-11-10, 6 , 445 ,Daejeon, - , 425 , 14 , - , - ,30.19,5581
2020-11-10, 3 , 524 ,Gwangju, 5 , 507 , 14 , 4 , 1 ,35.97,5580
2020-11-10, 11 ," 1,070 ",Incheon, 3 ," 1,008 ", 51 , 3 , - ,36.2,5579
2020-11-10, 196 ," 7,198 ",Daegu, 1 ," 6,953 ", 49 , 1 , - ,295.43,5578
2020-11-10, 15 , 603 ,Busan, 1 , 556 , 32 , 1 , - ,17.67,5577
2020-11-10, 79 ," 6,407 ",Seoul, 35 ," 5,703 ", 625 , 32 , 3 ,65.82,5576
2020-11-10, 485 ," 27,653 ",Total, 100 ," 25,160 "," 2,008 ", 71 , 29 ,53.34,5575
2020-11-09, - ," 1,860 ",Lazaretto, 11 ," 1,499 ", 361 , - , 11 ,-,5574
2020-11-09, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.95,5573
2020-11-09, - , 357 ,Gyeongsangnam-do, 4 , 304 , 53 , 4 , - ,10.62,5572
2020-11-09, 57 ," 1,594 ",Gyeongsangbuk-do, 1 ," 1,522 ", 15 , - , 1 ,59.87,5571
2020-11-09, 2 , 196 ,Jeollanam-do, 2 , 175 , 19 , 2 , - ,10.51,5570
2020-11-09, 1 , 171 ,Jeollabuk-do, 4 , 157 , 13 , 3 , 1 ,9.41,5569
2020-11-09, 8 , 654 ,Chungcheongnam-do, 10 , 520 , 126 , 10 , - ,30.81,5568
2020-11-09, 3 , 201 ,Chungcheongbuk-do, 4 , 179 , 19 , 2 , 2 ,12.57,5567
2020-11-09, 3 , 316 ,Gangwon-do, 11 , 242 , 71 , 11 , - ,20.51,5566
2020-11-09, 96 ," 5,694 ",Gyeonggi-do, 22 ," 5,021 ", 577 , 21 , 1 ,42.97,5565
2020-11-09, - , 82 ,Sejong, - , 79 , 3 , - , - ,23.95,5564
2020-11-09, 2 , 166 ,Ulsan, - , 157 , 7 , - , - ,14.47,5563
2020-11-09, 6 , 445 ,Daejeon, - , 424 , 15 , - , - ,30.19,5562
2020-11-09, 3 , 519 ,Gwangju, 1 , 507 , 9 , - , 1 ,35.63,5561
2020-11-09, 11 ," 1,067 ",Incheon, 2 ," 1,005 ", 51 , 1 , 1 ,36.09,5560
2020-11-09, 196 ," 7,197 ",Daegu, 6 ," 6,952 ", 49 , 6 , - ,295.38,5559
2020-11-09, 14 , 602 ,Busan, 2 , 554 , 34 , - , 2 ,17.64,5558
2020-11-09, 78 ," 6,372 ",Seoul, 46 ," 5,673 ", 621 , 39 , 7 ,65.46,5557
2020-11-09, 480 ," 27,553 ",Total, 126 ," 25,029 "," 2,044 ", 99 , 27 ,53.14,5556
2020-11-08, - ," 1,849 ",Lazaretto, 14 ," 1,495 ", 354 , - , 14 ,-,5555
2020-11-08, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.95,5554
2020-11-08, - , 353 ,Gyeongsangnam-do, 10 , 301 , 52 , 5 , 5 ,10.06,5553
2020-11-08, 57 ," 1,593 ",Gyeongsangbuk-do, 2 ," 1,522 ", 14 , 2 , - ,59.76,5552
2020-11-08, 2 , 194 ,Jeollanam-do, 4 , 175 , 17 , 3 , 1 ,10.19,5551
2020-11-08, 1 , 167 ,Jeollabuk-do, - , 157 , 9 , - , - ,9.19,5550
2020-11-08, 8 , 644 ,Chungcheongnam-do, 9 , 516 , 120 , 8 , 1 ,29.49,5549
2020-11-08, 3 , 197 ,Chungcheongbuk-do, 2 , 178 , 16 , 2 , - ,12.19,5548
2020-11-08, 3 , 305 ,Gangwon-do, 9 , 242 , 60 , 9 , - ,18.95,5547
2020-11-08, 95 ," 5,672 ",Gyeonggi-do, 25 ," 5,001 ", 576 , 23 , 2 ,42.46,5546
2020-11-08, - , 82 ,Sejong, - , 79 , 3 , - , - ,23.95,5545
2020-11-08, 2 , 166 ,Ulsan, 1 , 156 , 8 , - , 1 ,14.38,5544
2020-11-08, 6 , 445 ,Daejeon, 1 , 423 , 16 , 1 , - ,30.05,5543
2020-11-08, 3 , 518 ,Gwangju, 2 , 507 , 8 , 2 , - ,35.42,5542
2020-11-08, 11 ," 1,065 ",Incheon, 3 ," 1,003 ", 51 , 2 , 1 ,35.89,5541
2020-11-08, 196 ," 7,191 ",Daegu, 7 ," 6,950 ", 45 , 7 , - ,294.81,5540
2020-11-08, 13 , 600 ,Busan, - , 554 , 33 , - , - ,17.53,5539
2020-11-08, 78 ," 6,326 ",Seoul, 54 ," 5,650 ", 598 , 54 , - ,64.06,5538
2020-11-08, 478 ," 27,427 ",Total, 143 ," 24,968 "," 1,981 ", 118 , 25 ,52.45,5537
2020-11-07, - ," 1,835 ",Lazaretto, 8 ," 1,493 ", 342 , - , 8 ,-,5536
2020-11-07, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.95,5535
2020-11-07, - , 343 ,Gyeongsangnam-do, 5 , 301 , 42 , 5 , - ,10.2,5534
2020-11-07, 57 ," 1,591 ",Gyeongsangbuk-do, - ," 1,520 ", 14 , - , - ,59.76,5533
2020-11-07, 2 , 190 ,Jeollanam-do, - , 175 , 13 , - , - ,10.19,5532
2020-11-07, 1 , 167 ,Jeollabuk-do, - , 156 , 10 , - , - ,9.19,5531
2020-11-07, 8 , 635 ,Chungcheongnam-do, 9 , 515 , 112 , 8 , 1 ,29.92,5530
2020-11-07, 3 , 195 ,Chungcheongbuk-do, - , 178 , 14 , - , - ,12.19,5529
2020-11-07, 3 , 296 ,Gangwon-do, 4 , 242 , 51 , 4 , - ,19.21,5528
2020-11-07, 94 ," 5,647 ",Gyeonggi-do, 21 ," 4,966 ", 587 , 16 , 5 ,42.62,5527
2020-11-07, - , 82 ,Sejong, - , 79 , 3 , - , - ,23.95,5526
2020-11-07, 2 , 165 ,Ulsan, - , 156 , 7 , - , - ,14.38,5525
2020-11-07, 6 , 444 ,Daejeon, 1 , 422 , 16 , 1 , - ,30.12,5524
2020-11-07, 3 , 516 ,Gwangju, - , 507 , 6 , - , - ,35.42,5523
2020-11-07, 11 ," 1,062 ",Incheon, 1 ," 1,002 ", 49 , 1 , - ,35.93,5522
2020-11-07, 196 ," 7,184 ",Daegu, 1 ," 6,949 ", 39 , 1 , - ,294.85,5521
2020-11-07, 13 , 600 ,Busan, 2 , 551 , 36 , 2 , - ,17.59,5520
2020-11-07, 78 ," 6,272 ",Seoul, 37 ," 5,639 ", 555 , 34 , 3 ,64.44,5519
2020-11-07, 477 ," 27,284 ",Total, 89 ," 24,910 "," 1,897 ", 72 , 17 ,52.62,5518
2020-11-06, - ," 1,827 ",Lazaretto, 11 ," 1,489 ", 338 , - , 11 ,-,5517
2020-11-06, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.95,5516
2020-11-06, - , 338 ,Gyeongsangnam-do, 13 , 301 , 37 , 13 , - ,10.06,5515
2020-11-06, 57 ," 1,591 ",Gyeongsangbuk-do, 1 ," 1,520 ", 14 , - , 1 ,59.76,5514
2020-11-06, 2 , 190 ,Jeollanam-do, - , 174 , 14 , - , - ,10.19,5513
2020-11-06, 1 , 167 ,Jeollabuk-do, 1 , 155 , 11 , - , 1 ,9.19,5512
2020-11-06, 8 , 626 ,Chungcheongnam-do, 25 , 512 , 106 , 25 , - ,29.49,5511
2020-11-06, 3 , 195 ,Chungcheongbuk-do, - , 178 , 14 , - , - ,12.19,5510
2020-11-06, 3 , 292 ,Gangwon-do, 7 , 241 , 48 , 7 , - ,18.95,5509
2020-11-06, 93 ," 5,626 ",Gyeonggi-do, 47 ," 4,908 ", 625 , 34 , 13 ,42.46,5508
2020-11-06, - , 82 ,Sejong, - , 79 , 3 , - , - ,23.95,5507
2020-11-06, 2 , 165 ,Ulsan, - , 156 , 7 , - , - ,14.38,5506
2020-11-06, 6 , 443 ,Daejeon, - , 421 , 16 , - , - ,30.05,5505
2020-11-06, 3 , 516 ,Gwangju, - , 504 , 9 , - , - ,35.42,5504
2020-11-06, 11 ," 1,061 ",Incheon, - ," 1,000 ", 50 , - , - ,35.89,5503
2020-11-06, 196 ," 7,183 ",Daegu, - ," 6,949 ", 38 , - , - ,294.81,5502
2020-11-06, 13 , 598 ,Busan, - , 548 , 37 , - , - ,17.53,5501
2020-11-06, 78 ," 6,235 ",Seoul, 40 ," 5,627 ", 530 , 38 , 2 ,64.06,5500
2020-11-06, 476 ," 27,195 ",Total, 145 ," 24,821 "," 1,898 ", 117 , 28 ,52.45,5499
2020-11-05, - ," 1,816 ",Lazaretto, 6 ," 1,477 ", 339 , - , 6 ,-,5498
2020-11-05, - , 60 ,Jeju, - , 59 , 1 , - , - ,8.8,5497
2020-11-05, - , 325 ,Gyeongsangnam-do, 5 , 301 , 24 , 5 , - ,9.52,5496
2020-11-05, 57 ," 1,590 ",Gyeongsangbuk-do, - ," 1,520 ", 13 , - , - ,59.64,5495
2020-11-05, 2 , 190 ,Jeollanam-do, - , 174 , 14 , - , - ,10.19,5494
2020-11-05, 1 , 166 ,Jeollabuk-do, - , 155 , 10 , - , - ,9.13,5493
2020-11-05, 8 , 601 ,Chungcheongnam-do, 23 , 510 , 83 , 23 , - ,26.76,5492
2020-11-05, 3 , 195 ,Chungcheongbuk-do, 2 , 177 , 15 , 2 , - ,12.07,5491
2020-11-05, 3 , 285 ,Gangwon-do, 1 , 241 , 41 , 1 , - ,18.44,5490
2020-11-05, 92 ," 5,579 ",Gyeonggi-do, 27 ," 4,870 ", 617 , 23 , 4 ,41.58,5489
2020-11-05, - , 82 ,Sejong, - , 78 , 4 , - , - ,23.95,5488
2020-11-05, 2 , 165 ,Ulsan, - , 156 , 7 , - , - ,14.3,5487
2020-11-05, 6 , 443 ,Daejeon, - , 416 , 21 , - , - ,29.98,5486
2020-11-05, 3 , 516 ,Gwangju, - , 504 , 9 , - , - ,35.42,5485
2020-11-05, 11 ," 1,061 ",Incheon, 5 , 998 , 52 , 3 , 2 ,35.59,5484
2020-11-05, 196 ," 7,183 ",Daegu, 2 ," 6,949 ", 38 , 2 , - ,294.65,5483
2020-11-05, 13 , 598 ,Busan, 4 , 544 , 41 , 3 , 1 ,17.38,5482
2020-11-05, 78 ," 6,195 ",Seoul, 50 ," 5,606 ", 511 , 46 , 4 ,62.7,5481
2020-11-05, 475 ," 27,050 ",Total, 125 ," 24,735 "," 1,840 ", 108 , 17 ,51.7,5480
2020-11-04, - ," 1,810 ",Lazaretto, 11 ," 1,475 ", 335 , - , 11 ,-,5479
2020-11-04, - , 60 ,Jeju, 1 , 59 , 1 , 1 , - ,8.8,5478
2020-11-04, - , 320 ,Gyeongsangnam-do, - , 300 , 20 , - , - ,9.52,5477
2020-11-04, 57 ," 1,590 ",Gyeongsangbuk-do, 2 ," 1,519 ", 14 , - , 2 ,59.64,5476
2020-11-04, 2 , 190 ,Jeollanam-do, - , 174 , 14 , - , - ,10.19,5475
2020-11-04, 1 , 166 ,Jeollabuk-do, - , 154 , 11 , - , - ,9.13,5474
2020-11-04, 8 , 578 ,Chungcheongnam-do, 10 , 504 , 66 , 10 , - ,26.76,5473
2020-11-04, 3 , 193 ,Chungcheongbuk-do, - , 176 , 14 , - , - ,12.07,5472
2020-11-04, 3 , 284 ,Gangwon-do, - , 234 , 47 , - , - ,18.44,5471
2020-11-04, 91 ," 5,552 ",Gyeonggi-do, 43 ," 4,830 ", 631 , 41 , 2 ,41.58,5470
2020-11-04, - , 82 ,Sejong, - , 78 , 4 , - , - ,23.95,5469
2020-11-04, 2 , 165 ,Ulsan, 1 , 155 , 8 , - , 1 ,14.3,5468
2020-11-04, 6 , 443 ,Daejeon, 1 , 415 , 22 , 1 , - ,29.98,5467
2020-11-04, 3 , 516 ,Gwangju, - , 504 , 9 , - , - ,35.42,5466
2020-11-04, 11 ," 1,056 ",Incheon, 4 , 993 , 52 , 4 , - ,35.59,5465
2020-11-04, 196 ," 7,181 ",Daegu, 2 ," 6,948 ", 37 , 1 , 1 ,294.65,5464
2020-11-04, 13 , 594 ,Busan, 1 , 526 , 55 , 1 , - ,17.38,5463
2020-11-04, 78 ," 6,145 ",Seoul, 42 ," 5,572 ", 495 , 39 , 3 ,62.7,5462
2020-11-04, 474 ," 26,925 ",Total, 118 ," 24,616 "," 1,835 ", 98 , 20 ,51.7,5461
2020-11-03, - ," 1,799 ",Lazaretto, 12 ," 1,472 ", 327 , - , 12 ,-,5441
2020-11-03, - , 59 ,Jeju, - , 59 , - , - , - ,8.8,5440
2020-11-03, - , 320 ,Gyeongsangnam-do, 1 , 299 , 21 , - , 1 ,9.52,5439
2020-11-03, 57 ," 1,588 ",Gyeongsangbuk-do, - ," 1,519 ", 12 , - , - ,59.64,5438
2020-11-03, 2 , 190 ,Jeollanam-do, - , 174 , 14 , - , - ,10.19,5437
2020-11-03, 1 , 166 ,Jeollabuk-do, - , 152 , 13 , - , - ,9.13,5436
2020-11-03, 8 , 568 ,Chungcheongnam-do, 7 , 492 , 68 , 6 , 1 ,26.76,5435
2020-11-03, 3 , 193 ,Chungcheongbuk-do, 1 , 176 , 14 , 1 , - ,12.07,5434
2020-11-03, 3 , 284 ,Gangwon-do, 1 , 234 , 47 , 1 , - ,18.44,5433
2020-11-03, 91 ," 5,509 ",Gyeonggi-do, 27 ," 4,785 ", 633 , 15 , 12 ,41.58,5432
2020-11-03, - , 82 ,Sejong, - , 78 , 4 , - , - ,23.95,5431
2020-11-03, 2 , 164 ,Ulsan, - , 155 , 7 , - , - ,14.3,5430
2020-11-03, 6 , 442 ,Daejeon, - , 412 , 24 , - , - ,29.98,5429
2020-11-03, 3 , 516 ,Gwangju, 2 , 503 , 10 , 2 , - ,35.42,5428
2020-11-03, 11 ," 1,052 ",Incheon, 1 , 991 , 50 , - , 1 ,35.59,5427
2020-11-03, 196 ," 7,179 ",Daegu, - ," 6,944 ", 39 , - , - ,294.65,5426
2020-11-03, 11 , 593 ,Busan, 1 , 520 , 62 , - , 1 ,17.38,5425
2020-11-03, 78 ," 6,103 ",Seoul, 22 ," 5,545 ", 480 , 21 , 1 ,62.7,5424
2020-11-03, 472 ," 26,807 ",Total, 75 ," 24,510 "," 1,825 ", 46 , 29 ,51.7,5423
2020-11-02, - ," 1,787 ",Lazaretto, 7 ," 1,470 ", 317 , - , 7 ,-,5403
2020-11-02, - , 59 ,Jeju, - , 59 , - , - , - ,8.8,5402
2020-11-02, - , 319 ,Gyeongsangnam-do, 1 , 299 , 20 , - , 1 ,9.49,5401
2020-11-02, 57 ," 1,588 ",Gyeongsangbuk-do, 1 ," 1,517 ", 14 , - , 1 ,59.64,5400
2020-11-02, 2 , 190 ,Jeollanam-do, 2 , 174 , 14 , 2 , - ,10.19,5399
2020-11-02, - , 166 ,Jeollabuk-do, - , 149 , 17 , - , - ,9.13,5398
2020-11-02, 8 , 561 ,Chungcheongnam-do, 11 , 490 , 63 , 11 , - ,26.43,5397
2020-11-02, 2 , 192 ,Chungcheongbuk-do, 2 , 175 , 15 , 1 , 1 ,12,5396
2020-11-02, 3 , 283 ,Gangwon-do, 1 , 233 , 47 , - , 1 ,18.37,5395
2020-11-02, 90 ," 5,482 ",Gyeonggi-do, 41 ," 4,736 ", 656 , 40 , 1 ,41.37,5394
2020-11-02, - , 82 ,Sejong, - , 78 , 4 , - , - ,23.95,5393
2020-11-02, 2 , 164 ,Ulsan, 1 , 154 , 8 , - , 1 ,14.3,5392
2020-11-02, 6 , 442 ,Daejeon, - , 410 , 26 , - , - ,29.98,5391
2020-11-02, 3 , 514 ,Gwangju, - , 500 , 11 , - , - ,35.29,5390
2020-11-02, 11 ," 1,051 ",Incheon, 2 , 990 , 50 , 2 , - ,35.55,5389
2020-11-02, 196 ," 7,179 ",Daegu, 3 ," 6,943 ", 40 , 3 , - ,294.65,5388
2020-11-02, 10 , 592 ,Busan, - , 518 , 64 , - , - ,17.35,5387
2020-11-02, 78 ," 6,081 ",Seoul, 25 ," 5,500 ", 503 , 20 , 5 ,62.47,5386
2020-11-02, 468 ," 26,732 ",Total, 97 ," 24,395 "," 1,869 ", 79 , 18 ,51.56,5385
2020-11-01, - ," 1,780 ",Lazaretto, 14 ," 1,470 ", 310 , - , 14 ,-,5384
2020-11-01, - , 59 ,Jeju, - , 59 , - , - , - ,8.8,5383
2020-11-01, - , 318 ,Gyeongsangnam-do, 2 , 299 , 19 , 2 , - ,9.46,5382
2020-11-01, 57 ," 1,587 ",Gyeongsangbuk-do, - ," 1,516 ", 14 , - , - ,59.61,5381
2020-11-01, 2 , 188 ,Jeollanam-do, 3 , 174 , 12 , 3 , - ,10.08,5380
2020-11-01, - , 166 ,Jeollabuk-do, - , 149 , 17 , - , - ,9.13,5379
2020-11-01, 8 , 550 ,Chungcheongnam-do, 9 , 488 , 54 , 9 , - ,25.91,5378
2020-11-01, 2 , 190 ,Chungcheongbuk-do, 1 , 175 , 13 , 1 , - ,11.88,5377
2020-11-01, 3 , 282 ,Gangwon-do, 3 , 233 , 46 , 3 , - ,18.31,5376
2020-11-01, 89 ," 5,441 ",Gyeonggi-do, 38 ," 4,712 ", 640 , 36 , 2 ,41.06,5375
2020-11-01, - , 82 ,Sejong, - , 78 , 4 , - , - ,23.95,5374
2020-11-01, 2 , 163 ,Ulsan, - , 154 , 7 , - , - ,14.21,5373
2020-11-01, 6 , 442 ,Daejeon, - , 409 , 27 , - , - ,29.98,5372
2020-11-01, 3 , 514 ,Gwangju, 3 , 500 , 11 , - , 3 ,35.29,5371
2020-11-01, 11 ," 1,049 ",Incheon, 4 , 986 , 52 , - , 4 ,35.49,5370
2020-11-01, 196 ," 7,176 ",Daegu, 2 ," 6,943 ", 37 , 2 , - ,294.52,5369
2020-11-01, 9 , 592 ,Busan, - , 516 , 67 , - , - ,17.35,5368
2020-11-01, 78 ," 6,056 ",Seoul, 45 ," 5,496 ", 482 , 45 , - ,62.22,5367
2020-11-01, 466 ," 26,635 ",Total, 124 ," 24,357 "," 1,812 ", 101 , 23 ,51.37,5366
2020-10-31, - ," 1,766 ",Lazaretto, 25 ," 1,467 ", 299 , - , 25 ,-,5365
2020-10-31, - , 59 ,Jeju, - , 59 , - , - , - ,8.8,5364
2020-10-31, - , 316 ,Gyeongsangnam-do, 1 , 299 , 17 , 1 , - ,9.4,5363
2020-10-31, 57 ," 1,587 ",Gyeongsangbuk-do, - ," 1,514 ", 16 , - , - ,59.61,5362
2020-10-31, 2 , 185 ,Jeollanam-do, - , 174 , 9 , - , - ,9.92,5361
2020-10-31, - , 166 ,Jeollabuk-do, - , 149 , 17 , - , - ,9.13,5360
2020-10-31, 8 , 541 ,Chungcheongnam-do, 5 , 488 , 45 , 4 , 1 ,25.49,5359
2020-10-31, 2 , 189 ,Chungcheongbuk-do, - , 175 , 12 , - , - ,11.82,5358
2020-10-31, 3 , 279 ,Gangwon-do, - , 232 , 44 , - , - ,18.11,5357
2020-10-31, 89 ," 5,403 ",Gyeonggi-do, 27 ," 4,688 ", 626 , 23 , 4 ,40.78,5356
2020-10-31, - , 82 ,Sejong, 3 , 78 , 4 , 3 , - ,23.95,5355
2020-10-31, 2 , 163 ,Ulsan, - , 153 , 8 , - , - ,14.21,5354
2020-10-31, 6 , 442 ,Daejeon, - , 407 , 29 , - , - ,29.98,5353
2020-10-31, 3 , 511 ,Gwangju, - , 500 , 8 , - , - ,35.08,5352
2020-10-31, 10 ," 1,045 ",Incheon, 3 , 986 , 49 , 3 , - ,35.35,5351
2020-10-31, 196 ," 7,174 ",Daegu, 9 ," 6,943 ", 35 , 9 , - ,294.44,5350
2020-10-31, 8 , 592 ,Busan, 2 , 504 , 80 , 2 , - ,17.35,5349
2020-10-31, 78 ," 6,011 ",Seoul, 52 ," 5,495 ", 438 , 51 , 1 ,61.76,5348
2020-10-31, 464 ," 26,511 ",Total, 127 ," 24,311 "," 1,736 ", 96 , 31 ,51.13.,5347
2020-10-30, - ," 1,741 ",Lazaretto, 4 ," 1,463 ", 278 , - , 4 ,-,5346
2020-10-30, - , 59 ,Jeju, - , 59 , - , - , - ,8.8,5345
2020-10-30, - , 315 ,Gyeongsangnam-do, 1 , 299 , 16 , - , 1 ,9.37,5344
2020-10-30, 57 ," 1,587 ",Gyeongsangbuk-do, - ," 1,513 ", 17 , - , - ,59.61,5343
2020-10-30, 2 , 185 ,Jeollanam-do, 1 , 174 , 9 , 1 , - ,9.92,5342
2020-10-30, - , 166 ,Jeollabuk-do, 2 , 144 , 22 , 1 , 1 ,9.13,5341
2020-10-30, 8 , 536 ,Chungcheongnam-do, 3 , 488 , 40 , 3 , - ,25.25,5340
